# Experiment: 8s_kinematic
"# Description: Baseline (Stage1→kinematic, 8s)"
# Reward change: v3 baseline
# Box type: kinematic
# X axis: trainer_timestep (1 timestep = 4096 env steps)
# Y axis: see column headers
trainer_timestep,progress_pct,Total_reward_mean,overlap_ratio,r_success,xy_err
2441,1.0,1845.275146484375,0.0010687473695725203,0.00019003162742592394,0.37216049432754517
4882,2.0,7770.93310546875,0.005439124070107937,0.0006301048560999334,0.2337425798177719
7323,3.0,15797.7763671875,0.010888953693211079,0.0017302879132330418,0.22339726984500885
9764,4.0,12694.6142578125,0.014261891134083271,0.003270544111728668,0.1996021866798401
12205,5.0,18060.5234375,0.012718329206109047,0.0026404394302517176,0.19556455314159393
14646,6.0,19365.970703125,0.02474706433713436,0.005840972065925598,0.21251440048217773
17087,7.0,17206.87890625,0.024707147851586342,0.00551091693341732,0.20602372288703918
19528,8.0,20733.515625,0.03176720067858696,0.008056340739130974,0.22398227453231812
21969,9.0,19249.39453125,0.04537132754921913,0.012417065910995007,0.21906815469264984
24410,10.0,16535.185546875,0.035270269960165024,0.008071343414485455,0.2521365284919739
26851,11.0,18724.70703125,0.03587472438812256,0.008096347562968731,0.21395619213581085
29292,12.0,18954.37890625,0.034371376037597656,0.007671276573091745,0.21516305208206177
31733,13.0,17236.865234375,0.04145924374461174,0.009826635010540485,0.21953435242176056
34174,14.0,15650.76953125,0.041615813970565796,0.009491579607129097,0.21861332654953003
36615,15.0,14584.6337890625,0.03880535066127777,0.007721284870058298,0.2442764937877655
39056,16.0,14571.953125,0.04004405066370964,0.007696280721575022,0.28199657797813416
41497,17.0,13014.3662109375,0.03905637562274933,0.007396230939775705,0.33530133962631226
43938,18.0,13303.5283203125,0.04809560254216194,0.009371559135615826,0.3144824206829071
46379,19.0,14103.6142578125,0.056133437901735306,0.012092011980712414,0.27551841735839844
48820,20.0,14091.9228515625,0.06601007282733917,0.014812464825809002,0.2637661099433899
51261,21.0,13106.7861328125,0.06837926805019379,0.015062506310641766,0.2508752942085266
53702,22.0,13739.5986328125,0.0745590552687645,0.017122849822044373,0.23755791783332825
56143,23.0,12938.744140625,0.08361007273197174,0.02021336369216442,0.25526389479637146
58584,24.0,12105.181640625,0.07842516899108887,0.01745290495455265,0.24871283769607544
61025,25.0,12750.4111328125,0.07508690655231476,0.016592761501669884,0.23871417343616486
