# Experiment: safety_v3_xy_quality
# Description: xy_quality gate on r_approach_z
# Reward change: +xy_quality gate (r_approach_z only)
# Box type: kinematic
# X axis: trainer_timestep (1 timestep = 4096 env steps)
# Y axis: see column headers
trainer_timestep,progress_pct,Total_reward_mean,overlap_ratio,r_success,xy_err
2441,2.1,14058.876953125,0.22057127952575684,0.09306548535823822,0.19052694737911224
4882,4.2,15447.8623046875,0.23610973358154297,0.10476243495941162,0.18295638263225555
7323,6.2,15280.6748046875,0.2403024286031723,0.10571259260177612,0.18225327134132385
9764,8.3,15514.1298828125,0.24215078353881836,0.10653273016214371,0.1794077605009079
12205,10.4,16083.26953125,0.24952423572540283,0.10960324108600616,0.17463362216949463
14646,12.5,16023.9169921875,0.24602650105953217,0.10937319695949554,0.17737063765525818
17087,14.6,15011.8935546875,0.24797634780406952,0.10953822731971741,0.18051724135875702
19528,16.7,15428.4736328125,0.24656414985656738,0.10803297907114029,0.17902633547782898
21969,18.8,15295.39453125,0.24372775852680206,0.10765291005373001,0.18159490823745728
24410,20.8,14110.9375,0.23425722122192383,0.102632075548172,0.18715444207191467
26851,22.9,13234.1494140625,0.22250865399837494,0.09523084759712219,0.19107769429683685
29292,25.0,12930.77734375,0.22415928542613983,0.09612099081277847,0.19473469257354736
31733,27.1,13820.3798828125,0.24116383492946625,0.10598263889551163,0.18865704536437988
34174,29.2,14068.4912109375,0.24312971532344818,0.10706281661987305,0.18821968138217926
36615,31.2,13251.44140625,0.22801169753074646,0.10050172358751297,0.19731712341308594
39056,33.3,13401.3154296875,0.23484034836292267,0.10306715220212936,0.1936781257390976
41497,35.4,13055.9599609375,0.23499983549118042,0.10419733822345734,0.19580188393592834
43938,37.5,10461.626953125,0.19566679000854492,0.08362891525030136,0.2083202600479126
46379,39.6,11977.9814453125,0.21876060962677002,0.09472576528787613,0.19978663325309753
48820,41.7,12705.5341796875,0.23748013377189636,0.10382227599620819,0.19471466541290283
51261,43.8,11933.6572265625,0.22978784143924713,0.10167691856622696,0.2031305730342865
53702,45.8,11291.46875,0.2251996397972107,0.09943154454231262,0.20422685146331787
56143,47.9,12055.2958984375,0.23300187289714813,0.10307715088129044,0.20005007088184357
58584,50.0,12075.7666015625,0.23306921124458313,0.10253205895423889,0.19670845568180084
61025,52.1,11691.142578125,0.2314673215150833,0.10304214805364609,0.19755712151527405
63466,54.2,11670.376953125,0.2339436560869217,0.1037672683596611,0.19626972079277039
65907,56.2,11116.1357421875,0.2324952483177185,0.10286211967468262,0.20397411286830902
68348,58.3,10351.59375,0.22113841772079468,0.09821134060621262,0.20965133607387543
70789,60.4,7875.36328125,0.18475572764873505,0.08061841130256653,0.22647690773010254
73230,62.5,8071.69775390625,0.1919652819633484,0.08225368708372116,0.22276951372623444
75671,64.6,8880.466796875,0.20409493148326874,0.08891979604959488,0.2165398895740509
78112,66.7,8122.7763671875,0.1849973499774933,0.07884812355041504,0.22027213871479034
80553,68.8,7380.02197265625,0.17671985924243927,0.07525752484798431,0.22322772443294525
82994,70.8,6973.892578125,0.17779724299907684,0.07627769559621811,0.22480414807796478
85435,72.9,6258.3642578125,0.1699407547712326,0.0730871632695198,0.23336784541606903
87876,75.0,6147.68359375,0.16976723074913025,0.07335220277309418,0.2334761619567871
90317,77.1,6139.7451171875,0.1783355474472046,0.0766727551817894,0.22708354890346527
92758,79.2,5787.39306640625,0.17936836183071136,0.0784730613231659,0.22915241122245789
95199,81.2,5131.9189453125,0.17214570939540863,0.07499247789382935,0.23506832122802734
97640,83.3,4762.357421875,0.1638382077217102,0.07012666761875153,0.23597772419452667
100081,85.4,5090.67919921875,0.17176473140716553,0.0746174156665802,0.23220406472682953
102522,87.5,4260.09521484375,0.15523922443389893,0.06668609380722046,0.23992586135864258
104963,89.6,4492.79296875,0.16427618265151978,0.07183695584535599,0.23527826368808746
107404,91.7,4563.1708984375,0.16889403760433197,0.0734972283244133,0.2295285016298294
109845,93.8,4888.17041015625,0.1727888137102127,0.07569259405136108,0.22609852254390717
112286,95.8,4596.2109375,0.17021651566028595,0.07490246742963791,0.22870038449764252
114727,97.9,2999.64990234375,0.13388553261756897,0.05533420667052269,0.24915657937526703
117168,100.0,2383.52001953125,0.119198277592659,0.049468230456113815,0.25936055183410645
